name,address,phone,email,lat,lng,url,country,state,city,star_count,rating_count,zip,primary_category_name,category_name
Bangalore Police Station 2945,"62 Bangalore Main Road, Maharashtra",+91 79619 92806,contact2945@police.maharashtra.gov.in,17.67106,77.656334,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,1,153,687518,Police stations,Police stations
New Delhi Police Station 2946,"86 New Delhi Main Road, Maharashtra",+91 96672 55351,contact2946@police.maharashtra.gov.in,29.866237,86.506489,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,2,91,255931,Police stations,Police departments
Bangalore Police Station 2947,"72 Bangalore Main Road, Tamil Nadu",+91 97277 20428,contact2947@police.tamilnadu.gov.in,28.938244,79.003718,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,2,414,699892,Police stations,Police stations
Kochi Police Station 2948,"11 Kochi Main Road, Karnataka",+91 93284 27188,contact2948@police.karnataka.gov.in,22.73166,81.350355,http://www.kochipolice.gov.in,India,Karnataka,Kochi,2,488,197858,Police stations,Police departments
Mumbai Police Station 2949,"13 Mumbai Main Road, Delhi",+91 98597 81968,contact2949@police.delhi.gov.in,29.50659,85.417173,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,5,165,451652,Police stations,Police departments
Mumbai Police Station 2950,"51 Mumbai Main Road, Tamil Nadu",+91 70253 72144,contact2950@police.tamilnadu.gov.in,8.672182,84.786367,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,4,418,618370,Police stations,Police departments
Chennai Police Station 2951,"49 Chennai Main Road, Delhi",+91 95942 55561,contact2951@police.delhi.gov.in,21.339207,81.509895,http://www.chennaipolice.gov.in,India,Delhi,Chennai,2,174,577501,Police stations,Police stations
New Delhi Police Station 2952,"38 New Delhi Main Road, Delhi",+91 80741 14200,contact2952@police.delhi.gov.in,10.491509,75.690134,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,2,385,566092,Police stations,Emergency services
Kochi Police Station 2953,"75 Kochi Main Road, Kerala",+91 88260 44865,contact2953@police.kerala.gov.in,28.268255,74.155251,http://www.kochipolice.gov.in,India,Kerala,Kochi,2,314,175038,Police stations,Police stations
Chennai Police Station 2954,"19 Chennai Main Road, Tamil Nadu",+91 73457 18101,contact2954@police.tamilnadu.gov.in,10.048679,72.893042,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,2,167,578066,Police stations,Police stations
Bangalore Police Station 2955,"97 Bangalore Main Road, Karnataka",+91 95052 49193,contact2955@police.karnataka.gov.in,15.3505,77.154869,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,3,260,674813,Police stations,Emergency services
Chennai Police Station 2956,"83 Chennai Main Road, Kerala",+91 99858 73093,contact2956@police.kerala.gov.in,8.319431,79.410346,http://www.chennaipolice.gov.in,India,Kerala,Chennai,2,389,547301,Police stations,Police departments
Chennai Police Station 2957,"63 Chennai Main Road, Tamil Nadu",+91 90349 95383,contact2957@police.tamilnadu.gov.in,13.009109,80.975582,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,3,365,365818,Police stations,Emergency services
Chennai Police Station 2958,"29 Chennai Main Road, Kerala",+91 71562 21320,contact2958@police.kerala.gov.in,11.704877,84.193599,http://www.chennaipolice.gov.in,India,Kerala,Chennai,5,438,579880,Police stations,Police stations
Kochi Police Station 2959,"14 Kochi Main Road, Karnataka",+91 91802 77670,contact2959@police.karnataka.gov.in,9.25515,86.144074,http://www.kochipolice.gov.in,India,Karnataka,Kochi,5,290,286805,Police stations,Emergency services
New Delhi Police Station 2960,"45 New Delhi Main Road, Kerala",+91 70611 44426,contact2960@police.kerala.gov.in,9.780193,74.356434,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,4,351,267912,Police stations,Emergency services
Bangalore Police Station 2961,"3 Bangalore Main Road, Karnataka",+91 85853 40923,contact2961@police.karnataka.gov.in,18.17654,73.14567,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,1,291,397894,Police stations,Police departments
Chennai Police Station 2962,"64 Chennai Main Road, Maharashtra",+91 74104 10112,contact2962@police.maharashtra.gov.in,16.171319,87.140183,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,3,216,267142,Police stations,Police stations
Chennai Police Station 2963,"9 Chennai Main Road, Karnataka",+91 86908 56842,contact2963@police.karnataka.gov.in,23.191426,81.296106,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,1,448,641918,Police stations,Emergency services
New Delhi Police Station 2964,"6 New Delhi Main Road, Karnataka",+91 79535 39166,contact2964@police.karnataka.gov.in,10.137865,79.85941,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,4,312,121148,Police stations,Police stations
New Delhi Police Station 2965,"50 New Delhi Main Road, Maharashtra",+91 84024 66054,contact2965@police.maharashtra.gov.in,20.406539,87.324058,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,1,187,494316,Police stations,Police stations
Chennai Police Station 2966,"61 Chennai Main Road, Kerala",+91 95479 38745,contact2966@police.kerala.gov.in,29.036223,77.604915,http://www.chennaipolice.gov.in,India,Kerala,Chennai,1,147,392821,Police stations,Police stations
Mumbai Police Station 2967,"54 Mumbai Main Road, Tamil Nadu",+91 91362 70487,contact2967@police.tamilnadu.gov.in,29.571218,78.802585,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,1,401,125913,Police stations,Emergency services
Mumbai Police Station 2968,"72 Mumbai Main Road, Maharashtra",+91 93405 30464,contact2968@police.maharashtra.gov.in,10.111827,78.778966,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,1,436,369026,Police stations,Police stations
New Delhi Police Station 2969,"46 New Delhi Main Road, Kerala",+91 92610 53220,contact2969@police.kerala.gov.in,28.224042,86.679332,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,1,157,529057,Police stations,Emergency services
Chennai Police Station 2970,"78 Chennai Main Road, Maharashtra",+91 76000 90045,contact2970@police.maharashtra.gov.in,19.567014,83.41686,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,4,349,143338,Police stations,Emergency services
New Delhi Police Station 2971,"56 New Delhi Main Road, Tamil Nadu",+91 96667 26871,contact2971@police.tamilnadu.gov.in,21.618941,73.037757,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,1,473,328449,Police stations,Police departments
New Delhi Police Station 2972,"57 New Delhi Main Road, Delhi",+91 75821 70332,contact2972@police.delhi.gov.in,15.010148,82.424811,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,3,138,485355,Police stations,Police departments
Chennai Police Station 2973,"75 Chennai Main Road, Kerala",+91 88734 23449,contact2973@police.kerala.gov.in,10.186457,81.365181,http://www.chennaipolice.gov.in,India,Kerala,Chennai,1,437,293406,Police stations,Emergency services
New Delhi Police Station 2974,"53 New Delhi Main Road, Kerala",+91 88726 78208,contact2974@police.kerala.gov.in,23.949228,79.616856,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,5,344,209123,Police stations,Emergency services
Kochi Police Station 2975,"70 Kochi Main Road, Maharashtra",+91 96554 11522,contact2975@police.maharashtra.gov.in,28.323748,84.875581,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,2,148,603937,Police stations,Emergency services
New Delhi Police Station 2976,"81 New Delhi Main Road, Delhi",+91 92303 59483,contact2976@police.delhi.gov.in,16.293867,78.415868,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,2,254,139881,Police stations,Police departments
Bangalore Police Station 2977,"18 Bangalore Main Road, Karnataka",+91 93621 19343,contact2977@police.karnataka.gov.in,9.647676,83.787095,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,5,404,490810,Police stations,Police stations
Mumbai Police Station 2978,"39 Mumbai Main Road, Karnataka",+91 77289 72086,contact2978@police.karnataka.gov.in,11.365885,76.52666,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,5,288,618548,Police stations,Police stations
New Delhi Police Station 2979,"21 New Delhi Main Road, Kerala",+91 94108 99138,contact2979@police.kerala.gov.in,23.94522,77.406897,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,3,402,386567,Police stations,Police departments
Mumbai Police Station 2980,"96 Mumbai Main Road, Karnataka",+91 94740 50015,contact2980@police.karnataka.gov.in,9.829865,86.812697,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,5,390,385555,Police stations,Emergency services
Chennai Police Station 2981,"99 Chennai Main Road, Kerala",+91 72682 88146,contact2981@police.kerala.gov.in,22.008151,76.930887,http://www.chennaipolice.gov.in,India,Kerala,Chennai,1,309,232848,Police stations,Police stations
Chennai Police Station 2982,"6 Chennai Main Road, Tamil Nadu",+91 86372 61303,contact2982@police.tamilnadu.gov.in,17.927154,82.13473,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,3,161,654003,Police stations,Police stations
Bangalore Police Station 2983,"14 Bangalore Main Road, Tamil Nadu",+91 72208 18304,contact2983@police.tamilnadu.gov.in,13.845492,75.679526,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,4,168,126255,Police stations,Police departments
New Delhi Police Station 2984,"55 New Delhi Main Road, Tamil Nadu",+91 89920 18308,contact2984@police.tamilnadu.gov.in,12.510626,73.273041,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,3,369,575682,Police stations,Police departments
New Delhi Police Station 2985,"25 New Delhi Main Road, Kerala",+91 91340 24504,contact2985@police.kerala.gov.in,10.009751,82.070911,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,1,403,543072,Police stations,Emergency services
Kochi Police Station 2986,"31 Kochi Main Road, Tamil Nadu",+91 82815 54195,contact2986@police.tamilnadu.gov.in,16.231048,75.102528,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,4,56,383133,Police stations,Police departments
Chennai Police Station 2987,"80 Chennai Main Road, Kerala",+91 71746 59510,contact2987@police.kerala.gov.in,16.28569,85.316539,http://www.chennaipolice.gov.in,India,Kerala,Chennai,4,451,484499,Police stations,Emergency services
New Delhi Police Station 2988,"22 New Delhi Main Road, Tamil Nadu",+91 94672 20046,contact2988@police.tamilnadu.gov.in,18.62698,73.642988,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,3,276,512176,Police stations,Police stations
New Delhi Police Station 2989,"85 New Delhi Main Road, Karnataka",+91 86015 84751,contact2989@police.karnataka.gov.in,27.547458,75.397258,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,4,108,287017,Police stations,Police departments
New Delhi Police Station 2990,"34 New Delhi Main Road, Karnataka",+91 96710 83457,contact2990@police.karnataka.gov.in,29.44489,78.289285,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,4,238,628029,Police stations,Police departments
Kochi Police Station 2991,"45 Kochi Main Road, Kerala",+91 72761 65075,contact2991@police.kerala.gov.in,27.424407,79.134529,http://www.kochipolice.gov.in,India,Kerala,Kochi,3,438,296819,Police stations,Police stations
Bangalore Police Station 2992,"37 Bangalore Main Road, Maharashtra",+91 77571 79730,contact2992@police.maharashtra.gov.in,12.791049,80.890206,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,3,28,161455,Police stations,Police stations
New Delhi Police Station 2993,"59 New Delhi Main Road, Karnataka",+91 87272 54944,contact2993@police.karnataka.gov.in,17.499096,75.822353,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,5,164,582869,Police stations,Police departments
Mumbai Police Station 2994,"87 Mumbai Main Road, Delhi",+91 88269 76040,contact2994@police.delhi.gov.in,16.095166,75.470146,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,3,326,302462,Police stations,Police departments
Chennai Police Station 2995,"21 Chennai Main Road, Kerala",+91 83751 65685,contact2995@police.kerala.gov.in,14.528069,79.613357,http://www.chennaipolice.gov.in,India,Kerala,Chennai,5,126,157307,Police stations,Police stations
Bangalore Police Station 2996,"76 Bangalore Main Road, Tamil Nadu",+91 74589 85875,contact2996@police.tamilnadu.gov.in,29.635861,78.431927,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,390,601807,Police stations,Police departments
New Delhi Police Station 2997,"79 New Delhi Main Road, Kerala",+91 85596 35583,contact2997@police.kerala.gov.in,10.978346,83.540292,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,5,19,156688,Police stations,Police stations
Kochi Police Station 2998,"46 Kochi Main Road, Kerala",+91 97944 26565,contact2998@police.kerala.gov.in,10.071912,85.749343,http://www.kochipolice.gov.in,India,Kerala,Kochi,5,39,471607,Police stations,Police stations
Kochi Police Station 2999,"67 Kochi Main Road, Kerala",+91 89923 81259,contact2999@police.kerala.gov.in,9.977857,79.460923,http://www.kochipolice.gov.in,India,Kerala,Kochi,1,153,595820,Police stations,Police stations
Chennai Police Station 3000,"19 Chennai Main Road, Maharashtra",+91 98691 68354,contact3000@police.maharashtra.gov.in,22.092604,77.681801,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,3,46,203077,Police stations,Police departments
Kochi Police Station 3001,"63 Kochi Main Road, Kerala",+91 99163 74186,contact3001@police.kerala.gov.in,19.928917,81.793486,http://www.kochipolice.gov.in,India,Kerala,Kochi,4,363,283969,Police stations,Emergency services
Bangalore Police Station 3002,"41 Bangalore Main Road, Tamil Nadu",+91 85276 54841,contact3002@police.tamilnadu.gov.in,20.531259,84.884144,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,475,654349,Police stations,Emergency services
Chennai Police Station 3003,"26 Chennai Main Road, Karnataka",+91 86151 14360,contact3003@police.karnataka.gov.in,17.824336,74.410558,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,2,496,142397,Police stations,Emergency services
New Delhi Police Station 3004,"69 New Delhi Main Road, Maharashtra",+91 93404 32790,contact3004@police.maharashtra.gov.in,14.838059,82.46132,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,1,302,113838,Police stations,Police stations
Mumbai Police Station 3005,"53 Mumbai Main Road, Karnataka",+91 70384 29796,contact3005@police.karnataka.gov.in,26.11822,76.455694,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,1,468,351613,Police stations,Police departments
Kochi Police Station 3006,"38 Kochi Main Road, Karnataka",+91 75418 61312,contact3006@police.karnataka.gov.in,24.583677,83.199015,http://www.kochipolice.gov.in,India,Karnataka,Kochi,2,211,351102,Police stations,Emergency services
Mumbai Police Station 3007,"69 Mumbai Main Road, Tamil Nadu",+91 82076 46973,contact3007@police.tamilnadu.gov.in,22.286532,82.611293,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,4,193,413173,Police stations,Police departments
Chennai Police Station 3008,"27 Chennai Main Road, Tamil Nadu",+91 82764 27697,contact3008@police.tamilnadu.gov.in,24.595431,79.421226,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,5,321,210075,Police stations,Police stations
Bangalore Police Station 3009,"82 Bangalore Main Road, Karnataka",+91 72558 53476,contact3009@police.karnataka.gov.in,13.917315,85.53168,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,5,316,603412,Police stations,Emergency services
Kochi Police Station 3010,"72 Kochi Main Road, Karnataka",+91 75568 36232,contact3010@police.karnataka.gov.in,21.728031,86.533774,http://www.kochipolice.gov.in,India,Karnataka,Kochi,4,496,187012,Police stations,Police departments
Bangalore Police Station 3011,"19 Bangalore Main Road, Kerala",+91 90980 31231,contact3011@police.kerala.gov.in,25.540842,76.205862,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,5,309,309764,Police stations,Police stations
Kochi Police Station 3012,"25 Kochi Main Road, Karnataka",+91 72446 89567,contact3012@police.karnataka.gov.in,15.800846,74.335706,http://www.kochipolice.gov.in,India,Karnataka,Kochi,3,373,309446,Police stations,Police stations
Bangalore Police Station 3013,"47 Bangalore Main Road, Kerala",+91 79115 17740,contact3013@police.kerala.gov.in,9.482423,74.27652,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,2,250,487367,Police stations,Police departments
Bangalore Police Station 3014,"33 Bangalore Main Road, Karnataka",+91 89920 63592,contact3014@police.karnataka.gov.in,21.059006,74.976157,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,5,155,467632,Police stations,Emergency services
New Delhi Police Station 3015,"82 New Delhi Main Road, Tamil Nadu",+91 77374 43814,contact3015@police.tamilnadu.gov.in,10.618772,79.595824,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,5,28,222199,Police stations,Police stations
Mumbai Police Station 3016,"76 Mumbai Main Road, Karnataka",+91 91120 40982,contact3016@police.karnataka.gov.in,8.639944,86.548387,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,1,289,130707,Police stations,Police departments
Kochi Police Station 3017,"76 Kochi Main Road, Tamil Nadu",+91 77935 73270,contact3017@police.tamilnadu.gov.in,16.579616,74.262957,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,2,359,232588,Police stations,Police departments
New Delhi Police Station 3018,"39 New Delhi Main Road, Delhi",+91 94684 22420,contact3018@police.delhi.gov.in,8.610632,83.01933,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,3,409,571271,Police stations,Police departments
Bangalore Police Station 3019,"88 Bangalore Main Road, Delhi",+91 89882 28105,contact3019@police.delhi.gov.in,16.075908,76.740351,http://www.bangalorepolice.gov.in,India,Delhi,Bangalore,3,262,512274,Police stations,Police departments
Bangalore Police Station 3020,"53 Bangalore Main Road, Karnataka",+91 70778 10803,contact3020@police.karnataka.gov.in,10.998353,87.350591,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,3,119,368505,Police stations,Emergency services
Mumbai Police Station 3021,"52 Mumbai Main Road, Karnataka",+91 99831 66904,contact3021@police.karnataka.gov.in,18.402644,81.067531,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,4,12,306213,Police stations,Emergency services
Kochi Police Station 3022,"70 Kochi Main Road, Delhi",+91 85476 45302,contact3022@police.delhi.gov.in,11.815052,79.07509,http://www.kochipolice.gov.in,India,Delhi,Kochi,4,212,337235,Police stations,Police departments
Mumbai Police Station 3023,"94 Mumbai Main Road, Karnataka",+91 86717 37323,contact3023@police.karnataka.gov.in,23.734931,84.371181,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,1,382,341367,Police stations,Police stations
Kochi Police Station 3024,"16 Kochi Main Road, Maharashtra",+91 93271 95714,contact3024@police.maharashtra.gov.in,28.834239,73.034607,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,3,11,180305,Police stations,Police departments
Chennai Police Station 3025,"94 Chennai Main Road, Delhi",+91 77442 61531,contact3025@police.delhi.gov.in,13.37898,80.928915,http://www.chennaipolice.gov.in,India,Delhi,Chennai,1,404,121504,Police stations,Police stations
Bangalore Police Station 3026,"75 Bangalore Main Road, Maharashtra",+91 70925 72926,contact3026@police.maharashtra.gov.in,11.710299,86.168913,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,5,156,691444,Police stations,Police stations
Kochi Police Station 3027,"87 Kochi Main Road, Delhi",+91 93284 64436,contact3027@police.delhi.gov.in,17.291448,73.196778,http://www.kochipolice.gov.in,India,Delhi,Kochi,1,188,657579,Police stations,Police departments
Mumbai Police Station 3028,"4 Mumbai Main Road, Karnataka",+91 73596 43327,contact3028@police.karnataka.gov.in,11.883379,77.364472,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,3,17,232732,Police stations,Police stations
Bangalore Police Station 3029,"53 Bangalore Main Road, Kerala",+91 96945 70124,contact3029@police.kerala.gov.in,17.821323,72.644673,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,1,294,644308,Police stations,Police stations
Chennai Police Station 3030,"98 Chennai Main Road, Karnataka",+91 94518 67351,contact3030@police.karnataka.gov.in,16.398912,86.360904,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,5,471,455702,Police stations,Emergency services
Mumbai Police Station 3031,"65 Mumbai Main Road, Karnataka",+91 95375 36547,contact3031@police.karnataka.gov.in,16.139691,85.610041,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,2,200,139540,Police stations,Police stations
New Delhi Police Station 3032,"19 New Delhi Main Road, Tamil Nadu",+91 84145 60218,contact3032@police.tamilnadu.gov.in,12.937474,87.28468,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,3,283,212572,Police stations,Police stations
Chennai Police Station 3033,"77 Chennai Main Road, Maharashtra",+91 93125 23231,contact3033@police.maharashtra.gov.in,9.758536,85.505038,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,5,347,565010,Police stations,Emergency services
Mumbai Police Station 3034,"50 Mumbai Main Road, Tamil Nadu",+91 93278 23773,contact3034@police.tamilnadu.gov.in,25.41772,82.117797,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,1,156,589742,Police stations,Police departments
Kochi Police Station 3035,"71 Kochi Main Road, Maharashtra",+91 91794 45930,contact3035@police.maharashtra.gov.in,28.715884,80.776691,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,1,164,557935,Police stations,Emergency services
New Delhi Police Station 3036,"7 New Delhi Main Road, Karnataka",+91 79461 16998,contact3036@police.karnataka.gov.in,28.598392,76.817091,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,1,11,523791,Police stations,Police departments
Chennai Police Station 3037,"26 Chennai Main Road, Maharashtra",+91 74759 84430,contact3037@police.maharashtra.gov.in,21.143161,72.18616,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,4,32,293979,Police stations,Emergency services
New Delhi Police Station 3038,"59 New Delhi Main Road, Karnataka",+91 83745 90893,contact3038@police.karnataka.gov.in,8.74873,84.44459,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,3,155,277240,Police stations,Police stations
Mumbai Police Station 3039,"98 Mumbai Main Road, Tamil Nadu",+91 83791 68573,contact3039@police.tamilnadu.gov.in,21.455451,74.877347,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,2,464,520504,Police stations,Emergency services
Chennai Police Station 3040,"58 Chennai Main Road, Delhi",+91 89606 74880,contact3040@police.delhi.gov.in,26.235709,73.64259,http://www.chennaipolice.gov.in,India,Delhi,Chennai,5,229,150417,Police stations,Emergency services
New Delhi Police Station 3041,"24 New Delhi Main Road, Delhi",+91 79087 18907,contact3041@police.delhi.gov.in,16.905979,72.904764,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,5,59,215133,Police stations,Police departments
Mumbai Police Station 3042,"18 Mumbai Main Road, Delhi",+91 80221 92571,contact3042@police.delhi.gov.in,8.719818,83.584862,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,3,440,256355,Police stations,Police departments
Chennai Police Station 3043,"5 Chennai Main Road, Tamil Nadu",+91 70395 12281,contact3043@police.tamilnadu.gov.in,21.619468,74.882337,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,1,388,430981,Police stations,Police departments
Bangalore Police Station 3044,"42 Bangalore Main Road, Kerala",+91 93904 51287,contact3044@police.kerala.gov.in,29.233477,76.345773,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,5,428,520114,Police stations,Police departments
Bangalore Police Station 3045,"21 Bangalore Main Road, Maharashtra",+91 88439 74128,contact3045@police.maharashtra.gov.in,15.281704,72.59054,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,2,196,623722,Police stations,Police stations
Mumbai Police Station 3046,"60 Mumbai Main Road, Kerala",+91 97605 11872,contact3046@police.kerala.gov.in,10.034828,85.66556,http://www.mumbaipolice.gov.in,India,Kerala,Mumbai,5,299,346689,Police stations,Police departments
Chennai Police Station 3047,"90 Chennai Main Road, Karnataka",+91 94718 83529,contact3047@police.karnataka.gov.in,16.47868,85.140031,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,1,335,387288,Police stations,Emergency services
Kochi Police Station 3048,"43 Kochi Main Road, Tamil Nadu",+91 74443 47007,contact3048@police.tamilnadu.gov.in,14.208464,84.197863,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,3,341,330298,Police stations,Emergency services
Kochi Police Station 3049,"27 Kochi Main Road, Tamil Nadu",+91 79282 85419,contact3049@police.tamilnadu.gov.in,10.160793,84.175373,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,3,33,654425,Police stations,Police departments
New Delhi Police Station 3050,"16 New Delhi Main Road, Delhi",+91 84648 83881,contact3050@police.delhi.gov.in,14.750531,74.554096,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,3,412,421602,Police stations,Police stations
Mumbai Police Station 3051,"69 Mumbai Main Road, Delhi",+91 80439 23961,contact3051@police.delhi.gov.in,23.864441,87.794803,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,3,470,414565,Police stations,Police departments
Chennai Police Station 3052,"97 Chennai Main Road, Karnataka",+91 94606 65901,contact3052@police.karnataka.gov.in,25.90386,84.407042,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,4,132,315881,Police stations,Emergency services
Mumbai Police Station 3053,"37 Mumbai Main Road, Tamil Nadu",+91 98030 35769,contact3053@police.tamilnadu.gov.in,25.083563,76.439775,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,4,317,281367,Police stations,Police departments
Chennai Police Station 3054,"61 Chennai Main Road, Maharashtra",+91 80860 64463,contact3054@police.maharashtra.gov.in,12.050551,85.941731,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,1,59,495426,Police stations,Emergency services
Kochi Police Station 3055,"55 Kochi Main Road, Maharashtra",+91 97644 40606,contact3055@police.maharashtra.gov.in,9.123884,75.299914,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,2,409,198358,Police stations,Emergency services
Chennai Police Station 3056,"73 Chennai Main Road, Delhi",+91 75327 47416,contact3056@police.delhi.gov.in,9.175248,87.817459,http://www.chennaipolice.gov.in,India,Delhi,Chennai,5,42,593404,Police stations,Police departments
New Delhi Police Station 3057,"85 New Delhi Main Road, Kerala",+91 72170 38769,contact3057@police.kerala.gov.in,27.004815,79.106855,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,1,123,343936,Police stations,Police departments
Mumbai Police Station 3058,"70 Mumbai Main Road, Delhi",+91 77019 20231,contact3058@police.delhi.gov.in,17.152309,77.954989,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,3,380,627534,Police stations,Emergency services
New Delhi Police Station 3059,"82 New Delhi Main Road, Tamil Nadu",+91 87763 51287,contact3059@police.tamilnadu.gov.in,23.530378,78.804263,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,5,454,476774,Police stations,Police departments
Kochi Police Station 3060,"17 Kochi Main Road, Tamil Nadu",+91 70915 52806,contact3060@police.tamilnadu.gov.in,19.438396,84.416856,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,1,245,615186,Police stations,Emergency services
Mumbai Police Station 3061,"61 Mumbai Main Road, Karnataka",+91 74448 28165,contact3061@police.karnataka.gov.in,20.685761,72.996741,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,2,206,121880,Police stations,Police stations
Kochi Police Station 3062,"11 Kochi Main Road, Delhi",+91 95479 33422,contact3062@police.delhi.gov.in,24.831303,77.559531,http://www.kochipolice.gov.in,India,Delhi,Kochi,4,226,612429,Police stations,Police departments
Mumbai Police Station 3063,"99 Mumbai Main Road, Tamil Nadu",+91 90623 33979,contact3063@police.tamilnadu.gov.in,19.235548,77.711809,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,1,189,658286,Police stations,Emergency services
Kochi Police Station 3064,"2 Kochi Main Road, Maharashtra",+91 90633 75072,contact3064@police.maharashtra.gov.in,11.658588,78.172184,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,1,255,255970,Police stations,Emergency services
